"Institution","Earnings after 6 years","Earnings after 8 years","Earnings after 10 years","City","State","Zip","url","Type","Retention"
"Marywood University",0.612,0.657,0.686,"Scranton","PA","18509-1598","www.marywood.edu/","PartTime",0.5
"Mercyhurst University",0.589,0.658,0.73,"Erie","PA","16546","www.mercyhurst.edu","PartTime",1
"Millersville University of Pennsylvania",0.646,0.707,0.779,"Millersville","PA","17551-0302","www.millersville.edu","PartTime",0.2353
"Misericordia University",0.759,0.808,0.835,"Dallas","PA","18612-1098","www.misericordia.edu","PartTime",0.4286
"Mount Aloysius College",0.553,0.66,0.722,"Cresson","PA","16630-1999","www.mtaloy.edu/","PartTime",0.3333
"Pennsylvania State University-Penn State Erie-Behrend College",0.702,0.768,0.791,"Erie","PA","16563-0001","behrend.psu.edu/","PartTime",0.5714
"Pennsylvania State University-Penn State New Kensington",0.702,0.768,0.791,"New Kensington","PA","15068-1765","newkensington.psu.edu/","PartTime",0.25
"Pennsylvania State University-Penn State Shenango",0.702,0.768,0.791,"Sharon","PA","16146-1537","shenango.psu.edu","PartTime",0.3333
"Pennsylvania State University-Penn State Wilkes-Barre",0.702,0.768,0.791,"Lehman","PA","18627-0217","wilkesbarre.psu.edu/","PartTime",0
"Pennsylvania State University-Penn State Scranton",0.702,0.768,0.791,"Dunmore","PA","18512-1602","scranton.psu.edu/","PartTime",0.5714
"Pennsylvania State University-Penn State Lehigh Valley",0.702,0.768,0.791,"Center Valley","PA","18034-8447","lehighvalley.psu.edu/","PartTime",1
"Pennsylvania State University-Penn State Altoona",0.702,0.768,0.791,"Altoona","PA","16601-3777","altoona.psu.edu/","PartTime",0.3636
"Pennsylvania State University-Penn State Beaver",0.702,0.768,0.791,"Monaca","PA","15061-2764","beaver.psu.edu/","PartTime",0.125
"Pennsylvania State University-Penn State Berks",0.702,0.768,0.791,"Reading","PA","19610-1016","berks.psu.edu/","PartTime",0.4667
"Pennsylvania State University-Penn State Harrisburg",0.702,0.768,0.791,"Middletown","PA","17057-4846","harrisburg.psu.edu","PartTime",0.4
"Pennsylvania State University-Penn State Brandywine",0.702,0.768,0.791,"Media","PA","19063-5522","brandywine.psu.edu/","PartTime",0.5
"Pennsylvania State University-Penn State DuBois",0.702,0.768,0.791,"DuBois","PA","15801-2549","dubois.psu.edu/","PartTime",0
"Pennsylvania State University-Penn State Fayette- Eberly",0.702,0.768,0.791,"Lemont Furnace","PA","15456-1025","fayette.psu.edu/","PartTime",0.5
"Pennsylvania State University-Penn State Hazleton",0.702,0.768,0.791,"Hazleton","PA","18202-8025","hazleton.psu.edu/","PartTime",0.75
"Pennsylvania State University-Main Campus",0.702,0.768,0.791,"University Park","PA","16802-1503","www.psu.edu/","PartTime",0.7963
"Pennsylvania State University-Penn State Greater Allegheny",0.702,0.768,0.791,"McKeesport","PA","15132-7644","greaterallegheny.psu.edu/","PartTime",0
"Pennsylvania State University-Penn State Mont Alto",0.702,0.768,0.791,"Mont Alto","PA","17237-9700","montalto.psu.edu/","PartTime",0.6
"Pennsylvania State University-Penn State Abington",0.702,0.768,0.791,"Abington","PA","19001-3918","abington.psu.edu/","PartTime",0.3077
"Pennsylvania State University-Penn State Schuylkill",0.702,0.768,0.791,"Schuylkill Haven","PA","17972-2202","schuylkill.psu.edu/","PartTime",0.6667
"Pennsylvania State University-Penn State York",0.702,0.768,0.791,"York","PA","17403-3326","york.psu.edu/","PartTime",0.25
"Peirce College",0.661,0.717,0.742,"Philadelphia","PA","19102-4699","https://www.peirce.edu","PartTime",1
"University of Pennsylvania",0.878,0.896,0.909,"Philadelphia","PA","19104-6303","www.upenn.edu","PartTime",0.9138
"Jefferson (Philadelphia University + Thomas Jefferson University)",0.744,0.783,0.812,"Philadelphia","PA","19144-5497","www.philau.edu","PartTime",0.1429
"Cairn University-Langhorne",0.496,0.595,0.622,"Langhorne","PA","19047-2990","www.cairn.edu","PartTime",0.6667
"University of Pittsburgh-Bradford",0.701,0.768,0.83,"Bradford","PA","16701","www.upb.pitt.edu/","PartTime",0
"University of Pittsburgh-Greensburg",0.701,0.768,0.83,"Greensburg","PA","15601-5860","www.greensburg.pitt.edu/","PartTime",0
"University of Pittsburgh-Johnstown",0.701,0.768,0.83,"Johnstown","PA","15904","www.upj.pitt.edu","PartTime",0
"University of Pittsburgh-Pittsburgh Campus",0.701,0.768,0.83,"Pittsburgh","PA","15260","www.pitt.edu","PartTime",0.6667
"Point Park University",0.542,0.62,0.659,"Pittsburgh","PA","15222-1984","www.pointpark.edu","PartTime",0.2
"Saint Joseph's University",0.832,0.853,0.863,"Philadelphia","PA","19131-1395","https://www.sju.edu","PartTime",1
"Saint Vincent College",0.715,0.748,0.825,"Latrobe","PA","15650-2690","https://www.stvincent.edu","PartTime",1
"University of Scranton",0.772,0.833,0.869,"Scranton","PA","18510-4699","www.scranton.edu","PartTime",0.5
"Seton Hill University",0.641,0.696,0.769,"Greensburg","PA","15601","www.setonhill.edu","PartTime",0
"Shippensburg University of Pennsylvania",0.645,0.747,0.788,"Shippensburg","PA","17257-2299","www.ship.edu/","PartTime",0.3333
"Temple University",0.686,0.766,0.79,"Philadelphia","PA","19122-6096","www.temple.edu","PartTime",0.5556
"University of Valley Forge",0.458,0.511,0.552,"Phoenixville","PA","19460-2373","https://www.valleyforge.edu","PartTime",0
"West Chester University of Pennsylvania",0.712,0.766,0.797,"West Chester","PA","19383","https://www.wcupa.edu","PartTime",0.2308
"Widener University",0.762,0.791,0.8,"Chester","PA","19013-5792","www.widener.edu","PartTime",0.5
"Wilkes University",0.723,0.78,0.821,"Wilkes-Barre","PA","18766","www.wilkes.edu","PartTime",0
"York College of Pennsylvania",0.715,0.787,0.812,"York","PA","17403-3651","www.ycp.edu","PartTime",0.3333
"Johnson & Wales University-Providence",0.59,0.638,0.688,"Providence","RI","02903-3703","www.jwu.edu/campuses/providence/index.html","PartTime",0.3333
"Providence College",0.836,0.88,0.903,"Providence","RI","02918-0001","www.providence.edu","PartTime",0.5
"Rhode Island College",0.629,0.691,0.725,"Providence","RI","02908","www.ric.edu","PartTime",0.2609
"University of Rhode Island",0.703,0.778,0.813,"Kingston","RI","02881","web.uri.edu/","PartTime",0.5238
"Northpoint Bible College",0.33,0.455,0.573,"Haverhill","MA","01835","www.northpoint.edu","PartTime",0.4
"Allen University",0.206,0.309,0.416,"Columbia","SC","29204","www.allenuniversity.edu/","PartTime",0.6667
"Anderson University",0.553,0.63,0.673,"Anderson","SC","29621-4035","www.andersonuniversity.edu","PartTime",0.5
"Charleston Southern University",0.544,0.617,0.668,"Charleston","SC","29406-9121","https://www.charlestonsouthern.edu","PartTime",0
"Benedict College",0.263,0.345,0.434,"Columbia","SC","29204-1086","www.benedict.edu","PartTime",1
"Bob Jones University",0.51,0.587,NA,"Greenville","SC","29614-0001","www.bju.edu","PartTime",0.625
"Southern Wesleyan University",0.629,0.703,0.712,"Central","SC","29630-1020","www.swu.edu","PartTime",0.375
"College of Charleston",0.624,0.696,0.713,"Charleston","SC","29424-0001","www.cofc.edu","PartTime",0.1429
"Clemson University",0.76,0.806,0.83,"Clemson","SC","29634","www.clemson.edu","PartTime",0.6667
"Coker College",0.488,0.539,0.596,"Hartsville","SC","29550","https://coker.edu","PartTime",0.4
"Columbia International University",0.424,0.439,0.554,"Columbia","SC","29203-1513","www.ciu.edu","PartTime",1
"Converse College",0.466,0.528,0.61,"Spartanburg","SC","29302-0006","www.converse.edu/","PartTime",0.75
"Erskine College",0.536,0.653,0.698,"Due West","SC","29639","www.erskine.edu","PartTime",0.3333
"Limestone College",0.609,0.636,0.683,"Gaffney","SC","29340-3799","www.limestone.edu","PartTime",0.3889
"North Greenville University",0.48,0.561,0.631,"Tigerville","SC","29688-1892","www.ngu.edu","PartTime",0.6316
"University of South Carolina-Aiken",0.593,0.645,0.698,"Aiken","SC","29801","www.usca.edu","PartTime",0.7143
"University of South Carolina-Beaufort",0.582,0.583,0.678,"Bluffton","SC","29909","www.uscb.edu","PartTime",0.3333
"University of South Carolina-Columbia",0.703,0.763,0.778,"Columbia","SC","29208","www.sc.edu/","PartTime",0.8
"Coastal Carolina University",0.566,0.661,0.708,"Conway","SC","29526","www.coastal.edu","PartTime",0
"South Carolina State University",0.351,0.443,0.537,"Orangeburg","SC","29117-0001","www.scsu.edu","PartTime",0.1429
"University of South Carolina-Upstate",0.628,0.68,0.691,"Spartanburg","SC","29303-4999","www.uscupstate.edu","PartTime",0
"Winthrop University",0.569,0.66,0.694,"Rock Hill","SC","29733","www.winthrop.edu","PartTime",0
"Augustana University",0.737,0.776,0.793,"Sioux Falls","SD","57197-0001","www.augie.edu","PartTime",0
"Black Hills State University",0.537,0.611,0.661,"Spearfish","SD","57799-9500","www.bhsu.edu","PartTime",0.4667
"Dakota State University",0.659,0.704,0.722,"Madison","SD","57042-1799","dsu.edu","PartTime",0.4762
"Mount Marty College",0.621,0.687,0.642,"Yankton","SD","57078-3724","www.mtmc.edu","PartTime",0.5833
"Northern State University",0.623,0.663,0.67,"Aberdeen","SD","57401-7198","www.northern.edu","PartTime",0.6
"Oglala Lakota College",0.223,0.275,0.291,"Kyle","SD","57752-0490","www.olc.edu","PartTime",0.64
"South Dakota School of Mines and Technology",0.795,0.826,0.847,"Rapid City","SD","57701-3995","www.sdsmt.edu","PartTime",0.4
"South Dakota State University",0.731,0.76,0.799,"Brookings","SD","57007-1898","https://www.sdstate.edu/","PartTime",0.4364
"University of Sioux Falls",0.7,0.757,0.738,"Sioux Falls","SD","57105-1699","www.usiouxfalls.edu/","PartTime",0.4545
"University of South Dakota",0.671,0.742,0.76,"Vermillion","SD","57069-2390","WWW.USD.EDU","PartTime",0.5493
"Austin Peay State University",0.528,0.578,0.629,"Clarksville","TN","37044","www.apsu.edu","PartTime",0.5537
"Baptist Memorial College of Health Sciences",0.803,0.858,0.808,"Memphis","TN","38104","www.bchs.edu","PartTime",0
"Belmont University",0.622,0.681,0.735,"Nashville","TN","37212-3757","www.belmont.edu","PartTime",0
"Bethel University",0.601,0.637,0.681,"McKenzie","TN","38201","www.bethelu.edu/","PartTime",0.4286
"Christian Brothers University",0.621,0.709,0.751,"Memphis","TN","38104","https://www.cbu.edu","PartTime",1
"Lipscomb University",0.652,0.705,0.747,"Nashville","TN","37204-3951","www.lipscomb.edu","PartTime",0.5
"East Tennessee State University",0.536,0.605,0.633,"Johnson City","TN","37614","www.etsu.edu","PartTime",0.4706
"Fisk University",0.404,0.568,0.634,"Nashville","TN","37208-4501","www.fisk.edu","PartTime",0
"Welch College",0.452,0.617,0.546,"Gallatin","TN","37066-8460","www.welch.edu","PartTime",0
"Freed-Hardeman University",0.566,0.661,0.669,"Henderson","TN","38340-2399","www.fhu.edu","PartTime",0
"Hiwassee College",0.389,0.472,0.537,"Madisonville","TN","37354-4001","www.hiwassee.edu","PartTime",0
"Johnson University",0.483,0.449,0.548,"Knoxville","TN","37998","www.johnsonu.edu/Home","PartTime",0.7143
"King University",0.727,0.714,0.737,"Bristol","TN","37620-2699","www.king.edu","PartTime",0
"Lane College",0.28,0.373,0.432,"Jackson","TN","38301-4598","www.lanecollege.edu","PartTime",0.3333
"Le Moyne-Owen College",0.34,0.466,0.511,"Memphis","TN","38126-6595","www.loc.edu","PartTime",0.5
"Lee University",0.507,0.599,0.629,"Cleveland","TN","37311","www.leeuniversity.edu","PartTime",0.2
"Lincoln Memorial University",0.605,0.648,0.709,"Harrogate","TN","37752-9900","www.lmunet.edu","PartTime",0.5
"Martin Methodist College",0.489,0.558,0.604,"Pulaski","TN","38478-2799","www.martinmethodist.edu","PartTime",0.1667
"Memphis College of Art",0.297,0.338,0.482,"Memphis","TN","38104-2764","www.mca.edu","PartTime",0.3636
"University of Memphis",0.582,0.638,0.678,"Memphis","TN","38152","www.memphis.edu","PartTime",0.5417
"Middle Tennessee State University",0.574,0.663,0.708,"Murfreesboro","TN","37132","www.mtsu.edu","PartTime",0.4231
"O'More College of Design",0.488,0.542,0.548,"Franklin","TN","37064","www.omorecollege.edu","PartTime",0
"Southern Adventist University",0.6,0.657,0.659,"Collegedale","TN","37315-0370","www.southern.edu","PartTime",0.3333
"Tennessee Wesleyan University",0.597,0.624,0.729,"Athens","TN","37303","www.tnwesleyan.edu","PartTime",1
"The University of Tennessee-Chattanooga",0.57,0.662,0.683,"Chattanooga","TN","37403-2598","www.utc.edu","PartTime",0.5455
"The University of Tennessee-Knoxville",0.669,0.739,0.764,"Knoxville","TN","37996","www.utk.edu","PartTime",0.5455
"The University of Tennessee-Martin",0.526,0.606,0.663,"Martin","TN","38238","www.utm.edu","PartTime",0.4615
"Tennessee State University",0.508,0.598,0.654,"Nashville","TN","37209-1561","www.tnstate.edu","PartTime",0.6333
"Tennessee Technological University",0.605,0.678,0.741,"Cookeville","TN","38505-0001","www.tntech.edu","PartTime",0.2353
"Trevecca Nazarene University",0.677,0.659,0.72,"Nashville","TN","37210","https://www.trevecca.edu","PartTime",0.5
"Tusculum University",0.592,0.655,0.714,"Greeneville","TN","37743","www.tusculum.edu","PartTime",0
"Vanderbilt University",0.793,0.872,0.894,"Nashville","TN","37240","www.vanderbilt.edu","PartTime",1
"Abilene Christian University",0.661,0.706,0.733,"Abilene","TX","79699","www.acu.edu","PartTime",0.537
"Angelo State University",0.602,0.67,0.729,"San Angelo","TX","76909","www.angelo.edu","PartTime",0.3571
"The Art Institute of Houston",0.485,0.587,0.601,"Houston","TX","77027-9625","www.artinstitutes.edu/houston","PartTime",0.3919
"Baylor University",0.746,0.786,0.821,"Waco","TX","76798","www.baylor.edu","PartTime",0.5714
"Concordia University Texas",0.693,0.754,0.798,"Austin","TX","78726","www.concordia.edu","PartTime",0.5
"Texas A & M University-Corpus Christi",0.651,0.715,0.761,"Corpus Christi","TX","78412-5503","www.tamucc.edu","PartTime",0.6333
"Dallas Baptist University",0.682,0.7,0.702,"Dallas","TX","75211-9299","https://www.dbu.edu","PartTime",0
"Dallas Christian College",0.53,0.706,0.707,"Dallas","TX","75234-7299","www.dallas.edu","PartTime",0.5
"Texas A&M University-Texarkana",0.649,0.686,0.704,"Texarkana","TX","75503","www.tamut.edu","PartTime",0.3333
"Texas A & M University-Commerce",0.642,0.683,0.727,"Commerce","TX","75428-3011","www.tamuc.edu/","PartTime",0.2857
"Miami International University of Art & Design-Art Institute Dallas",0.478,0.601,0.59,"Dallas","TX","75231-5993","www.artinstitutes.edu/dallas/","PartTime",0.0769
"Houston Baptist University",0.639,0.777,0.727,"Houston","TX","77074-3298","https://www.hbu.edu","PartTime",0
"University of Houston-Clear Lake",0.77,0.786,0.8,"Houston","TX","77058-1002","www.uhcl.edu/home","PartTime",0.5128
"University of Houston-Downtown",0.701,0.714,0.751,"Houston","TX","77002-1014","www.uhd.edu","PartTime",0.5364
"University of Houston-Victoria",0.722,0.778,0.756,"Victoria","TX","77901","www.uhv.edu","PartTime",0.3333
"University of Houston",0.73,0.78,0.81,"Houston","TX","77204-2018","www.uh.edu/","PartTime",0.605
"Howard Payne University",0.585,0.652,0.661,"Brownwood","TX","76801-2794","www.hputx.edu","PartTime",0
"University of the Incarnate Word",0.667,0.735,0.761,"San Antonio","TX","78209","www.uiw.edu","PartTime",0.4545
"Jarvis Christian College",0.315,0.376,0.46,"Hawkins","TX","75765-1470","www.jarvis.edu","PartTime",1
"Lamar University",0.581,0.658,0.693,"Beaumont","TX","77705","www.lamar.edu","PartTime",0.5278
"Texas A & M International University",0.577,0.702,0.749,"Laredo","TX","78041-1900","www.tamiu.edu/","PartTime",0.5
"LeTourneau University",0.71,0.771,0.82,"Longview","TX","75602","www.letu.edu","PartTime",0.2778
"University of Mary Hardin-Baylor",0.674,0.712,0.773,"Belton","TX","76513-2599","https://go.umhb.edu/","PartTime",0.25
"Midwestern State University",0.694,0.725,0.744,"Wichita Falls","TX","76308-2099","www.mwsu.edu","PartTime",0.6667
"Wade College",0.515,0.469,0.473,"Dallas","TX","75207","www.wadecollege.edu","PartTime",0.5
"University of North Texas",0.678,0.73,0.759,"Denton","TX","76203-1277","www.unt.edu","PartTime",0.5341
"Our Lady of the Lake University",0.604,0.667,0.718,"San Antonio","TX","78207-4689","www.ollusa.edu","PartTime",0
"The University of Texas Rio Grande Valley",0.556,0.652,0.703,"Edinburg","TX","78539-2999","www.utrgv.edu","PartTime",0.6433
"Paul Quinn College",0.431,0.5,0.487,"Dallas","TX","75241","www.pqc.edu","PartTime",1
"Prairie View A & M University",0.535,0.602,0.637,"Prairie View","TX","77446","www.pvamu.edu","PartTime",0.9375
"Saint Edward's University",0.675,0.737,0.785,"Austin","TX","78704-6489","https://www.stedwards.edu","PartTime",0
"University of St Thomas",0.689,0.701,0.781,"Houston","TX","77006-4696","https://www.stthom.edu","PartTime",0.4
"Sam Houston State University",0.691,0.76,0.777,"Huntsville","TX","77340","www.shsu.edu/","PartTime",0.6374
"St. Mary's University",0.67,0.735,0.812,"San Antonio","TX","78228","www.stmarytx.edu/","PartTime",0
"Southern Methodist University",0.81,0.805,0.822,"Dallas","TX","75275-0221","www.smu.edu","PartTime",0
"Southwestern Assemblies of God University",0.522,0.574,0.627,"Waxahachie","TX","75165","www.sagu.edu","PartTime",1
"Stephen F Austin State University",0.641,0.71,0.75,"Nacogdoches","TX","75961","www.sfasu.edu","PartTime",0.3103
"Texas State University",0.69,0.759,0.789,"San Marcos","TX","78666","www.txstate.edu","PartTime",0.5616
"Sul Ross State University",0.563,0.65,0.661,"Alpine","TX","79832","www.sulross.edu","PartTime",0
"Tarleton State University",0.661,0.726,0.763,"Stephenville","TX","76401-0000","www.tarleton.edu","PartTime",0.6429
"Texas A & M University-Kingsville",0.631,0.689,0.719,"Kingsville","TX","78363","WWW.TAMUK.EDU","PartTime",0.4211
"Texas A & M University-College Station",0.806,0.844,0.856,"College Station","TX","77843-1248","www.tamu.edu","PartTime",0.9143
"The University of Texas at Arlington",0.721,0.76,0.792,"Arlington","TX","76013","WWW.UTA.EDU","PartTime",0.5466
"The University of Texas at Austin",0.768,0.813,0.854,"Austin","TX","78712","www.utexas.edu","PartTime",0.8658
"The University of Texas at Dallas",0.744,0.782,0.831,"Richardson","TX","75080-3021","www.utdallas.edu","PartTime",0.7391
"The University of Texas at El Paso",0.546,0.632,0.683,"El Paso","TX","79968-0691","www.utep.edu","PartTime",0.4564
"The University of Texas at Tyler",0.712,0.75,0.767,"Tyler","TX","75799-6699","www.uttyler.edu/","PartTime",0.6
